Trade	MktID	MarketName	TradableMnth	Weight	Slpg	Open	Close	CtCnt	Settle	BB	RIC	Tm1	Tm2	EnEndAdj	ExOT	ExPeriod	RebBegin	RebEnd	RollBegin	RollEnd	StpLossPeriod	BBExch	IBRoot	IBExch	EnEndAdj	ExOT	ExPeriod	RebBegin	RebEnd	TradeDir	OpenReg	URic	UIB	UR2NIntra	URNEX2d	UEm	Note	ProdWithAsian	Note
N	3308	Euroswiss 3 Mon@LIF	[001001001001]	1	0.01%	07:30	18:00	8	16:15	ESA Comdty	FES	07:30	07:30	12	Vwap	2	07:50	08:50	07:50	08:50		LIF	S	ICEEU	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3309	FedFund 30 Day@CBT	[111111111111]	1	0.01%	17:00	16:00	8	14:00	FFA Comdty	FF	17:00	17:00	12	Vwap	2	07:40	08:40	07:40	08:40		CBT	ZQ	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3310	Interbank Cash Rate 30 Day@SFE	[111111111111]	1	0.01%	17:14	16:30	8	16:30	IBA Comdty	YIB	17:14	17:14	12	Vwap	2	08:54	09:54	08:54	09:54		SFE	IB	SNFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3311	New Zeal Bank Bill 3 mon@SFE	[001001001001]	1	0.01%	15:40	14:30	8	16:30	ZBA Comdty	NBB	15:40	15:40	12	Vwap	2	06:50	07:50	06:50	07:50		SFE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	3312	Euroyen Tibor 3 Mon@TFX	[001001001001]	1	0.01%	08:45	20:00	8	20:15	YEA Comdty	JEY	08:45	08:45	12	Twap	2	09:05	10:05	09:05	10:05		TFX			10	Twap	2	10	70	0		N	N	N	N	N		N	
N	3401	5-year Euro Swapnote@LIF	[001001001001]	1	0.01%	07:00	18:00	8	16:15	T A Comdty	FBO	07:00	07:00	12	Vwap	2	07:20	08:20	07:20	08:20		LIF	O	ICEEU	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3402	10-Year Swap@CBT	[001001001001]	1	0.01%	17:00	16:00	8	14:00	CNPA Comdty	NI	17:00	17:00	12	Vwap	2	07:40	08:40	07:40	08:40		CBT	N1U	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3403	2-Year Euro Swapnote@LIF	[001001001001]	1	0.01%	07:00	18:00	8	16:15	RWA Comdty	FBS	07:00	07:00	12	Vwap	2	07:20	08:20	07:20	08:20		LIF	TWS	ICEEU	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3404	5-Year Swapnote@CBT	[001001001001]	1	0.01%	17:00	16:00	8	14:00	CFPA Comdty	IR	17:00	17:00	12	Vwap	2	07:40	08:40	07:40	08:40		CBT	F1U	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3405	30-Year Swapnote@CBT	[001001001001]	1	0.01%	17:00	16:00	8	14:00	CBPA Comdty	NTT	17:00	17:00	12	Vwap	2	07:40	08:40	07:40	08:40		CBT	B1U	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3406	2-Year Swapnote@CBT	[001001001001]	1	0.01%	17:00	16:00	8	14:00	CTPA Comdty		17:00	17:00	12	Vwap	2	07:40	08:40	07:40	08:40		CBT			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	3407	10-year Euro Swapnotge@LIF	[001001001001]	1	0.01%	07:00	18:00	8	16:15	P A Comdty	FBP	07:00	07:00	12	Vwap	2	07:20	08:20	07:20	08:20		LIF	P	ICEEU	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3501	E-Mini@CME	[001001001001]	1	0.01%	17:00	16:00	8	15:00	ESA Index	ES	17:00	17:00	20	Vwap	10	08:35	09:25	08:00	09:00	3	CME	ES	GLOBEX	10	Vwap	10	10	70	0		Y	Y	Y	Y	Y		Y	
N	3502	Euro Stoxx 50@EUX	[001001001001]	1	0.01%	01:10	22:00	8	17:30	VGA Index	STXE	01:10	01:10	20	Vwap	10	08:20	09:20	08:20	09:20		EUX	ESTX50	DTB	10	Vwap	10	10	70	0		Y	Y	N	Y	N		N	
N	3503	Nikkei 225@OSE	[001001001001]	1	0.03%	16:30	15:15	8	15:15	NOA Index		16:30	16:30	20	Vwap	10	09:20	10:20	09:20	10:20		OSE	N255M	OSE.JPN	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3504	CSI 300 China@CFF	[111111111111]	1	0.03%	09:30	15:00	8	11:30	IFBA Index		09:30	09:30	20	Vwap	10	09:35	10:35	09:35	10:35		CFF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	3505	Nasdaq 100 E-mini@CME	[001001001001]	1	0.03%	17:00	16:00	8	15:00	NQA Index	NQ	17:00	17:00	20	Vwap	10	08:35	09:25	08:40	09:40		CME	NQ	GLOBEX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3506	Russell 2000 Mini@NYF	[001001001001]	1	0.03%	17:00	16:00	8	15:00	RTYA Index	TFS	17:00	17:00	20	Vwap	10	08:35	09:25	09:00	11:00	3	NYF	TF	NYBOT	10	Vwap	2	10	70	0	20:00	Y	Y	Y	Y	N		Y	
N	3507	DJ Industrial Average Mini@CBT	[001001001001]	1	0.03%	17:00	16:00	8	15:00	DMA Index	YM	17:00	17:00	20	Vwap	10	08:35	09:25	08:00	09:00	3	CBT	YM	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3508	CAC 40@EOP	[111111111111]	1	0.03%	08:00	22:00	8	17:35	CFA Index	FCE	08:00	08:00	20	Vwap	10	08:10	09:10	08:10	09:10	3	EOP	CAC40	MONEP	10	Vwap	10	10	70	0		Y	Y	N	N	N		N	
N	3509	KOSPI200@KFE	[001001001001]	1	0.03%	09:00	15:45	8	15:15	KMA Index	KS	09:00	09:00	20	Twap	10	09:20	10:20	09:20	10:20		KFE	K200	KSE	10	Twap	2	10	70	0		Y	Y	N	N	N		N	
N	3510	Hang Seng China Enterprises@HKG	[111111111111]	1	0.03%	17:15	16:30	8	16:15	HCA Index	HCEI	17:15	17:15	20	Vwap	10	09:25	10:25	09:25	10:25		HKG	HHI.HK	HKFE	10	Vwap	2	10	70	0		Y	Y	Y	Y	N		N	
N	3511	DAX Index@EUX	[001001001001]	1	0.03%	01:10	22:00	8	17:30	GXA Index	FDX	01:10	01:10	20	Vwap	10	07:55	08:55	07:55	08:55	3	EUX	DAX	DTB	10	Vwap	10	10	70	0		Y	Y	Y	Y	N		Y	
N	3512	FTSE China A50@SGX	[111111111111]	1	0.03%	17:00	16:35	8	16:00	XUA Index	SFC	17:00	17:00	20	Vwap	10	09:05	10:05	09:05	10:05	3	SGX	XINA50	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N	liq and gap	N	
N	3513	Nikkei 225@SGX	[001001001001]	1	0.03%	14:55	14:30	8	14:25	NIA Index	SSI	14:55	14:55	20	Vwap	10	07:50	08:50	07:50	08:50		SGX	N225U	SGX	10	Vwap	2	10	70	0		Y	Y	Y	Y	N		Y	
N	3514	FTSE 100@LIF	[001001001001]	1	0.03%	01:00	21:00	8	16:30	Z A Index	FFI	01:00	01:00	20	Vwap	10	01:10	07:10	07:10	08:10	3	LIF	Z	ICEEU	10	Vwap	10	10	70	0		Y	Y	N	N	Y		N	
N	3515	Hang Seng@HKG	[111111111111]	1	0.03%	17:15	16:30	8	16:15	HIA Index	HSI	17:15	17:15	20	Vwap	10	09:20	10:20	09:20	10:20	3	HKG	HSI	HKFE	10	Vwap	2	10	70	0		Y	Y	Y	Y	N		N	
N	3516	MSCI Taiwan@SGX	[111111111111]	1	0.03%	08:00	19:00	8	13:50	TWA Index	STW	08:00	08:00	20	Vwap	10	09:00	10:00	09:00	10:00	3	SGX	STW	SGX	10	Vwap	2	10	70	0		Y	Y	N	Y	N		N	
N	3517	Nikkei 225@OSE	[001001001001]	1	0.03%	16:30	15:15	8	15:15	NKA Index	JNI	16:30	16:30	20	Vwap	10	09:20	10:20	09:20	10:20		OSE	N225	OSE.JPN	10	Vwap	2	10	70	0		Y	Y	N	N	N		Y	
N	3518	CNX Nifty @SGX	[111111111111]	1	0.03%	18:40	18:15	8	18:15	IHA Index	SIN	18:40	18:40	20	Vwap	10	11:40	12:40	11:40	12:40	1	SGX	NIFTY	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3519	Nikkei 225@CME	[001001001001]	1	0.03%	17:00	16:00	8	15:00	NHA Index	NIY	17:00	17:00	20	Vwap	10	08:35	09:25	08:35	09:25	3	CME	NIY	GLOBEX	10	Vwap	10	10	70	0		Y	Y	N	Y	N		N	
N	3520	Euro Stoxx 600 Auto@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	EBA Index	FESA	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	ESA	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3521	OMXS30@SSE	[111111111111]	1	0.03%	09:00	17:25	8	15:15	QCA Index		09:00	09:00	20	Vwap	10	09:15	10:15	09:15	10:15		SSE	OMXS30	OMS	10	Vwap	10	10	70	0		Y	Y	N	N	N		N	
N	3522	TOPIX@TSE	[001001001001]	1	0.03%	16:30	15:15	8	15:15	TPA Index	TLFI	16:30	16:30	20	Vwap	10	08:55	09:55	08:55	09:55		TSE	TOPX	TSEJ	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3523	Swiss Index@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:20	SMA Index	FSMI	07:50	07:50	20	Vwap	10	08:20	09:20	08:20	09:20		EUX	SMI	SOFFEX	10	Vwap	2	10	70	0		Y	Y	N	Y	N		N	
N	3524	MSCI Singapore@SGX	[111111111111]	1	0.03%	17:50	17:25	8	17:15	QZA Index	SSG	17:50	17:50	20	Vwap	10	08:50	09:50	08:50	09:50		SGX	SSG	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3525	Nikkei 225@CME	[001001001001]	1	0.03%	17:00	16:00	8	15:00	NXA Index	NK	17:00	17:00	20	Vwap	10	08:20	09:20	08:20	09:20	3	CME	NKD	GLOBEX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3526	Hang Seng Mini@HKG	[111111111111]	1	0.03%	17:15	16:30	8	16:15	HUA Index	HMH	17:15	17:15	20	Vwap	10	09:25	10:25	09:25	10:25		HKG	MHI	HKFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3527	MSCI Emerging Market@NYL	[001001001001]	1	0.03%	20:00	18:00	8	16:00	MESA Index	MEM	20:00	20:00	20	Vwap	10	03:00	09:45	09:45	10:45	3	NYL	MXEF	NYSELIFFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3528	ASX SPI 200@SFE	[001001001001]	1	0.03%	17:10	16:30	8	16:30	XPA Index	YAP	17:10	17:10	20	Vwap	10	10:10	11:10	10:10	11:10		SFE	SPI	SNFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3529	Euro Stoxx 50 DVD@EUX	[000000000001]	1	0.03%	08:30	22:00	8	17:30	DEDA Index	FEXD	08:30	08:30	20	Vwap	10	08:50	09:50	08:50	09:50		EUX	DESX5	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3530	SP400 E-Mini@CME	[001001001001]	1	0.03%	17:00	16:00	8	15:00	FAA Index	DM	17:00	17:00	20	Vwap	10	08:35	09:25	08:45	09:45	3	CME	EMD	GLOBEX	10	Vwap	10	10	70	0	17:00	Y	Y	N	Y	N		N	
N	3531	Euro STOXX Banks@EUX	[001001001001]	1	0.03%	01:10	22:00	8	17:30	CAA Index	FESB	01:10	01:10	20	Vwap	10	08:20	09:20	08:20	09:20		EUX	SX7E	DTB	10	Vwap	2	10	70	0		Y	Y	Y	Y	N		Y	
N	3532	Amsterdam Index@EOE	[111111111111]	1	0.03%	08:00	22:00	8	17:35	EOA Index		08:00	08:00	20	Vwap	10	08:05	09:05	08:05	09:05	3	EOE	EOE	FTA	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3533	Mini TOPIX@TSE	[001001001001]	1	0.03%	16:30	15:15	8	15:10	TMIA Index		16:30	16:30	20	Vwap	10	09:20	10:20	09:20	10:20		TSE	MNTPX	TSEJ	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3534	Euro Stoxx Mdia@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	NMA Index	FESM	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	ESM	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3535	SP Toronto 60@MSE	[001001001001]	1	0.03%	20:00	16:30	8	15:00	PTA Index	SXF	20:00	20:00	20	Vwap	10	06:15	09:00	09:40	10:40	3	MSE	TSE60	CDE	10	Vwap	10	10	70	0	06:00	Y	Y	N	Y	N		N	"SST not work with timequeue, CMKT, STP not supported"
N	3536	Hang Seng China Enterprises Mini@HKG	[111111111111]	1	0.03%	17:15	16:30	8	16:15	MHCA Index	HMCE	17:15	17:15	20	Vwap	10	09:25	10:25	09:25	10:25		HKG	MCH.HK	HKFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3537	Euro Stoxx Oil & Gas@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	QRA Index	FESE	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	ESE	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3538	mini MSCI EAFE Index@NYL	[001001001001]	1	0.03%	20:00	18:00	8	16:00	MFSA Index	MFS	20:00	20:00	20	Vwap	10	09:40	10:40	09:40	10:40	3	NYL	MXEA	NYSELIFFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3539	Euro Stoxx Small@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	SXEA Index	FSCE	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	DJESS	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3540	Stoxx Telecom@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	WZA Index	FEST	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXKE	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3541	FTSE 100 Dividend Index @LIF	[000000000001]	1	0.03%	08:00	17:30	8	16:30	UKDA Index	LXZ	08:00	08:00	20	Vwap	10	08:20	09:20	08:20	09:20		LIF	F1DV	ICEEU	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3542	Euro Stoxx Utilities@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	ITA Index	FESU	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	ESU	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3543	RDXUSD Index@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	RXDA Index	FRDX	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	RDXUSD	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3544	Stoxx 50@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	VHA Index	STXX	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	STX	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3545	Stoxx 600 Auto & Part@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	SXA Index	FSTA	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXAP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3546	Stoxx 600 Banks@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	BJA Index	FSTB	07:50	07:50	20	Vwap	10	08:20	09:20	08:20	09:20		EUX	SX7P	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3547	HSCEI Dividend Point Index@HKG	[000000000001]	1	0.03%	09:15	16:30	8	12:00	DHCA Index	DHH	09:15	09:15	20	Vwap	10	13:20	14:20	13:20	14:20		HKG	HHIDPI	HKFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3548	Stoxx 600 Basic Resources@EUX	[001001001001]	1	0.03%	07:50	22:00	8	22:00	JSA Index	FSTS	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXPP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3549	Russell 1000 Mini@NYF	[001001001001]	1	0.03%	17:00	16:00	8	15:00	RSYA Index	RMF	17:00	17:00	20	Vwap	10	09:50	10:50	09:50	10:50		NYF	RYO	NYBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3550	Stoxx 600 Food & Beverage@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	PFA Index	FSTO	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SX3P	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3551	Nikkei Dividend @SGX	[000000000001]	1	0.03%	14:55	14:30	8	14:20	MNDA Index		14:55	14:55	20	Vwap	10	08:05	09:05	08:05	09:05		SGX	NKYDIV	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3552	Stoxx Healthcare@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	HGA Index	FSTH	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXDP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3553	MSCI Indonesia @SGX	[111111111111]	1	0.03%	08:00	19:00	8	17:25	IDOA Index		08:00	08:00	20	Vwap	10	09:20	10:20	09:20	10:20		SGX	MXID	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3554	Stoxx 600 Industrial@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	QBA Index	FSTG	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXNP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3555	DAX mid-cap@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	MFA Index	HMCE	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	MDAX	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3556	STOXX 600 Insurance@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	JVA Index	FSTI	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXIP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3558	Stoxx 600 Media@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	OMA Index	FSTM	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXMP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3559	Stoxx 600 Oil & Gas@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	KGA Index	FSTE	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXEP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3560	Russell 1000 value@NYF	[001001001001]	1	0.03%	08:00	19:00	8	16:15	RVBA Index	IRV	08:00	08:00	20	Vwap	10	08:35	09:25	20:20	21:20		NYF	RLV	NYBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3561	Stoxx 600 Telecom@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	WQA Index	FSTT	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SXKP	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3562	Stoxx 600 Utilities@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	GPA Index	FSTU	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	SX6P	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3563	Stoxx Europe Large 200@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	SXPA Index	FLCP	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	DJ200L	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3564	Mini SP Toronto 60@MSE	[001001001001]	1	0.03%	20:00	16:30	8	15:00	MPTA Index	FCS	20:00	20:00	20	Vwap	10	06:20	07:20	06:20	07:20		MSE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	3565	Stoxx Europe Small 200@EUX	[001001001001]	1	0.03%	07:50	22:00	8	17:30	SXTA Index	FMCE	07:50	07:50	20	Vwap	10	08:10	09:10	08:10	09:10		EUX	DJ200S	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3566	S&P Mid-cap@CME	[001001001001]	1	0.03%	17:00	15:15	8	15:15	MDA Index	MD	17:00	17:00	20	Vwap	10	08:50	09:50	08:50	09:50		CME	EMD	GLOBEX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3567	Russell 1000 Growth@NYF	[001001001001]	1	0.03%	08:00	19:00	8	16:15	RGAA Index	IRG	08:00	08:00	20	Vwap	10	08:35	09:25	08:35	09:25		NYF	RLG	NYBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3568	DJ Industrial Average@CBT	[001001001001]	1	0.03%	17:00	15:15	8	15:15	DJA Index	DJ	17:00	17:00	20	Vwap	10	08:50	09:50	08:50	09:50		CBT	INDU	ECBOT	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3569	Stoxx 600 @EUX	[001001001001]	1	0.03%	01:10	22:00	8	22:00	SXOA Index	FXXP	01:10	01:10	20	Vwap	10	08:10	09:10	08:10	09:10	3	EUX	DJ600	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3570	Italian Index@MIL	[001001001001]	1	0.03%	08:00	22:00	8	17:38	STA Index		08:00	08:00	20	Vwap	10	09:10	10:10	09:10	10:10		MIL	FTMIB	IDEM	10	Vwap	10	10	70	0		Y	Y	N	N	N		N	
N	3572	Brazil Index@BMF	[010101010101]	1	0.03%	09:00	18:25	8	17:55	XBA Index	WIN	09:00	09:00	20	Twap	10	09:20	10:20	09:20	10:20	3	BMF	IBOV	BOVESPA	10	Twap	2	10	70	0		Y	Y	N	N	N		N	
N	3575	South African Index@SAF	[001001001001]	1	0.03%	08:30	17:30	8	17:05	AIA Index	ALSI	08:30	08:30	20	Vwap	10	08:50	09:50	08:50	09:50		SAF	TOP40	HKFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3576	Spain Index@MFM	[111111111111]	1	0.03%	08:00	20:00	8	17:30	IBA Index	MFXI	08:00	08:00	20	Vwap	10	08:20	09:20	08:20	09:20	3	MFM	IBEX35	MEFFRV	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
NoCFTC	3579	Norwegian Index@OBX	[111111111111]	1	0.03%	09:00	16:20	8	16:20	OIA Index		09:00	09:00	20	Vwap	10	08:50	09:50	08:50	09:50	3	OBX			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	3580	MSCI Europe Index Mini@NYL	[001001001001]	1	0.03%	20:00	18:00	8	16:15	MCEA Index	MEE	20:00	20:00	20	Vwap	10	03:20	04:20	03:20	04:20		NYL	MSPE	NYSELIFFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3581	Mexican Index@MDX	[001001001001]	1	0.03%	07:00	15:00	8	15:00	ISA Index		07:00	07:00	20	Vwap	10	07:50	08:50	07:50	08:50		MDX	IPC	MEXI	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	3582	TAIPEX@FTX	[111111111111] 	1	0.03%	15:00	13:45	8	13:45	FTA Index		15:00	15:00	20	Vwap	10	08:55	09:55	08:55	09:55	1	FTX			10	Vwap	2	10	70	0		N	N	N	N	N			
N	3583	DTOP@SAF	[001001001001]	1	0.03%	08:30	17:30	8	17:30	DVA Index		08:30	08:30	20	Vwap	10	08:40	09:40	08:40	09:40		SAF			10	Vwap	2	10	70	0		N	N	N	N	N			
N	3585	JPX Nikkei 400@OSE	[001001001001]	1	0.03%	16:30	15:15	8	15:15	JPWA Index		16:30	16:30	20	Vwap	10	08:55	09:55	08:55	09:55		OSE			10	Vwap	2	10	70	0		N	N	N	N	N			
N	3587	FTSE Taiwan Index@SGX	[111111111111]	1	0.03%	14:15	13:50	8	15:00	TWTA Index		14:15	14:15	10	Vwap	2	09:45	09:55	09:45	09:55					10														
Phase2	3601	CBOE VIX@CBF	[111111111111]	1	0.03%	17:00	16:00	8	15:00	UXA Index	VX	17:00	17:00	20	Vwap	10	02:20	03:20	02:20	03:20		CBF	VIX	CFE	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
Phase2	3602	Vstoxx Mini@EUX	[111111111111]	1	0.03%	01:10	22:00	8	17:30	FVSA Index	FVS	01:10	01:10	20	Vwap	10	09:10	10:10	09:10	10:10		EUX	V2TX	DTB	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	4101	Steel Rebar@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	RBTA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4102	Copper@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	CUA Comdty		21:00	21:00	20	Vwap	10	09:20	10:20	09:20	10:20		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4103	Iron Ore@DCE	[111111111111]	1	0.05%	21:00	15:00	8	16:00	IOEA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		DCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4104	Zinc@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	ZNAA Comdty		21:00	21:00	20	Vwap	10	09:20	10:20	09:20	10:20		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4105	Alumninum@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LAA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4106	Copper@CMX	[001010101001]	1	0.05%	18:00	17:00	8	13:00	HGA Comdty	HG	18:00	18:00	20	Vwap	10	08:35	09:25	08:35	09:25	1	CMX	HG	NYMEX	10	Vwap	10	10	70	0	08:10	Y	Y	Y	Y	Y		Y	
N	4107	Copper@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LPA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4108	Zinc@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LXA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4109	Alumninum@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	AAA Comdty		21:00	21:00	20	Vwap	10	09:20	10:20	09:20	10:20		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4110	Nickel@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LNA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4111	Lead@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LLA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
